연번,상가유형,호선,역명,상가번호,면적,영업업종,계약시작,계약종료,임대료(원)
611,개별(일반),4호선,사당(4)역,433-108,25.8,의류,2021-03-15,2026-04-14,3696600
612,개별(일반),4호선,사당(4)역,433-109,15.5,운동기구,2017-09-19,2022-10-18,2685100
613,개별(일반),4호선,사당(4)역,433-110,33.8,올리브영,2020-05-19,2025-06-18,5134000
614,공실,4호선,사당(4)역,433-111,31,,,,
615,개별(일반),4호선,사당(4)역,433-112,62,편의점,2021-01-11,2026-02-10,5700000
616,개별(일반),4호선,사당(4)역,433-114,31,의류,2021-05-10,2023-05-10,4030000
617,개별(일반),4호선,사당(4)역,433-115,92.1,의류,2017-02-14,2022-02-13,9300000
618,개별(일반),4호선,사당(4)역,433-118,61.4,휴대폰 액세서리,2019-06-25,2024-07-24,7110000
619,개별(일반),4호선,사당(4)역,433-120,30.7,액세서리,2017-04-18,2022-04-17,3716600
620,네트워크,4호선,사당(4)역,433-121,30.7,의류,2016-06-04,2021-07-03,4570159
621,개별(일반),4호선,사당(4)역,433-122,30.7,약국,2021-02-26,2026-03-28,5110000
622,개별(일반),4호선,사당(4)역,433-123,30.7,휴대폰 액세서리,2021-01-04,2026-02-03,3620000
623,공실,4호선,사당(4)역,433-124,30.7,,,,
624,네트워크,4호선,사당(4)역,433-125,30.7,커피(음료)전문점,2017-01-17,2022-01-16,3640207
625,개별(일반),4호선,사당(4)역,433-126,60,의류,2020-12-21,2026-01-20,6310000
626,개별(대형),4호선,사당(4)역,433-140,408,"신발, 의류 등",2021-04-22,2026-06-21,40100000
627,개별(일반),4호선,사당(4)역,433-141,22,제과,2019-12-21,2025-01-19,4016000
628,공실,4호선,사당(4)역,433-229,88,,,,
629,공실,4호선,사당(4)역,433-230,29.4,,,,
630,개별(대형),4호선,사당(4)역,433-239,871.4,H&B드럭스토어 등,2019-11-15,2025-03-13,61517300
631,공실,4호선,사당(4)역,433-242,24.8,,,,
632,네트워크,5호선,방화역,510-101,30,편의점,2018-04-18,2023-06-16,4817020
633,개별(일반),5호선,방화역,510-102,40.53,꽃집,2021-04-19,2026-05-19,2580000
634,네트워크,5호선,개화산역,511-001,30,편의점,2018-04-18,2023-06-16,4085152
635,개별(대형),5호선,김포공항역,512-101,103.42,사무실,2020-04-20,2025-05-20,968000
636,네트워크,5호선,김포공항역,512-201,44.39,제과,2016-06-07,2021-08-06,3379996
637,네트워크,5호선,김포공항역,512-202,49.96,의류,2018-05-09,2023-07-07,5059554
638,네트워크,5호선,김포공항역,512-203,32.34,편의점,2018-04-18,2023-06-16,5515621
639,개별(일반),5호선,김포공항역,512-205,53.97,커피,2020-04-17,2025-05-17,5940000
640,개별(일반),5호선,김포공항역,512-207,44.47,액세서리,2020-07-30,2025-08-29,5010000
641,개별(일반),5호선,김포공항역,512-208,43.71,커피(음료전문점),2020-08-03,2025-09-02,4130000
642,개별(일반),5호선,김포공항역,512-209,25.29,사무실및생산품판매,2020-12-28,2026-01-27,722400
643,개별(일반),5호선,김포공항역,512-210,25.29,의류,2020-08-31,2025-09-30,2901000
644,개별(일반),5호선,김포공항역,512-211,25.58,의류,2020-08-31,2025-09-30,3101000
645,개별(일반),5호선,김포공항역,512-212,21.53,화훼,2020-08-03,2025-09-02,4310000
646,개별(일반),5호선,김포공항역,512-213,53.15,의류,2017-03-09,2022-04-08,4200000
647,개별(일반),5호선,김포공항역,512-214,48.52,의류,2021-03-15,2026-04-14,4210000
648,네트워크,5호선,송정역,513-101,21.87,제과전문점,2021-02-25,2026-04-26,2414160
649,네트워크,5호선,송정역,513-102,22.66,액세서리,2018-05-09,2023-07-07,1582904
650,네트워크,5호선,송정역,513-201,42.37,편의점,2018-04-18,2023-06-16,6689936
651,개별(일반),5호선,송정역,513-203,70.51,의류,2018-10-23,2023-11-21,2300000
652,개별(일반),5호선,송정역,513-204,35.67,의류,2020-02-14,2025-03-14,1810000
653,개별(일반),5호선,송정역,513-205,16.2,액세서리,2017-10-11,2022-11-09,1051000
654,네트워크,5호선,발산역,515-102,33,편의점,2018-04-18,2023-06-16,6711005
655,공실,5호선,발산역,515-103,30,,,,
656,개별(일반),5호선,발산역,515-104,15.7,건강식품,2019-12-10,2025-01-08,960000
657,개별(일반),5호선,발산역,515-105,27.14,의류(여성),2017-03-16,2022-04-15,3250000
658,개별(일반),5호선,발산역,515-106,39.44,약국,2021-05-04,2026-06-03,11030000
659,개별(일반),5호선,발산역,515-107,27.08,약국,2020-08-03,2025-09-02,4510000
660,네트워크,5호선,우장산역,516-101,33,편의점,2018-04-18,2023-06-16,6729856
661,네트워크,5호선,우장산역,516-102,23.76,의류,2018-05-12,2023-07-10,2166887
662,개별(일반),5호선,우장산역,516-103,14.8,건강식품,2020-09-07,2025-10-07,947200
663,개별(일반),5호선,우장산역,516-104,44.8,사무실및생산품판매,2020-12-28,2026-01-27,1685600
664,네트워크,5호선,우장산역,516-105,19.84,의류,2018-11-16,2024-01-14,1309401
665,개별(일반),5호선,우장산역,516-106,19.88,의류,2020-08-03,2025-09-02,2180000
666,복합,5호선,화곡역,517-101,101.16,의류,2017-05-22,2022-09-19,16073607
667,복합,5호선,화곡역,517-102,39.17,의류,2017-05-22,2022-09-19,11457440
668,복합,5호선,화곡역,517-103,,의류,2017-05-22,2022-09-19,
669,네트워크,5호선,화곡역,517-105,30,편의점,2018-04-18,2023-06-16,9956727
670,개별(일반),5호선,화곡역,517-106,27,화장품,2020-08-03,2025-09-02,7500000
671,네트워크,5호선,화곡역,517-107,67.04,제과,2016-05-27,2021-07-26,8269500
672,개별(일반),5호선,화곡역,517-108,33.77,액세서리,2020-09-18,2025-10-18,5100000
673,복합,5호선,까치산(5)역,518-101,27.45,의류,2017-05-22,2022-09-19,15557824
674,복합,5호선,까치산(5)역,518-110,19.31,의류,2017-05-22,2022-09-19,
675,네트워크,5호선,까치산(5)역,518-102,37.82,편의점,2018-04-18,2023-06-16,9319115
676,개별(일반),5호선,까치산(5)역,518-103,30.72,의류,2019-10-08,2024-11-06,8152700
677,복합,5호선,까치산(5)역,518-104,28.07,"액세서리,폰케이스",2017-05-22,2022-09-19,12773147
678,개별(일반),5호선,까치산(5)역,518-106,36.85,제과,2020-08-03,2025-09-02,10180000
679,개별(일반),5호선,까치산(5)역,518-107,21.25,제과,2020-07-30,2025-08-29,6210000
680,복합,5호선,까치산(5)역,518-108,19.28,화훼,2017-05-22,2022-09-19,7674176
681,개별(일반),5호선,까치산(5)역,518-109,24.15,의류,2020-08-03,2025-09-02,9300000
682,네트워크,5호선,신정역,519-201,24,편의점,2018-04-18,2023-06-16,4548669
683,개별(일반),5호선,신정역,519-202,42.71,의류,2020-04-09,2025-05-09,1711000
684,개별(일반),5호선,목동역,520-101,23.69,화장품,2017-03-09,2022-04-08,2500000
685,네트워크,5호선,목동역,520-102,31,의류,2018-05-09,2023-07-07,3139431
686,네트워크,5호선,목동역,520-103,30,편의점,2018-04-18,2023-06-16,7015950
687,개별(일반),5호선,목동역,520-104,22.98,제과,2021-03-15,2026-04-14,6300000
688,개별(일반),5호선,목동역,520-106,22.8,의류,2020-08-03,2025-09-02,4340000
689,개별(일반),5호선,목동역,520-107,26.42,제과,2020-08-03,2025-09-02,4200000
690,복합,5호선,오목교역,521-101,9.01,핸드폰액세서리,2018-10-19,2024-04-16,
691,복합,5호선,오목교역,521-102,14.15,"커피,차",2018-10-19,2024-04-16,
692,복합,5호선,오목교역,521-103,21.95,꽃,2018-10-19,2024-04-16,
693,복합,5호선,오목교역,521-104,7.61,액세서리,2018-10-19,2024-04-16,
694,복합,5호선,오목교역,521-105,89.1,의류,2018-10-19,2024-04-16,
695,복합,5호선,오목교역,521-106,59.87,편의점,2018-10-19,2024-04-16,
696,복합,5호선,오목교역,521-107,11.64,,2018-10-19,2024-04-16,
697,복합,5호선,오목교역,521-108,116.4,커피,2018-10-19,2024-04-16,
698,복합,5호선,오목교역,521-109,106.82,떡카페,2018-10-19,2024-04-16,
699,복합,5호선,오목교역,521-110,18.24,만두,2018-10-19,2024-04-16,
700,복합,5호선,오목교역,521-111,118.84,청소년게임,2018-10-19,2024-04-16,
701,복합,5호선,오목교역,521-112,8.15,시계수리,2018-10-19,2024-04-16,
702,복합,5호선,오목교역,521-113,14.07,타로점,2018-10-19,2024-04-16,
703,복합,5호선,오목교역,521-114,33.1,이미용,2018-10-19,2024-04-16,
704,복합,5호선,오목교역,521-115,16.2,꽃,2018-10-19,2024-04-16,
705,복합,5호선,오목교역,521-116,20.52,제과,2018-10-19,2024-04-16,
706,복합,5호선,오목교역,521-117,51.85,의류,2018-10-19,2024-04-16,
707,복합,5호선,오목교역,521-118,52.37,의류,2018-10-19,2024-04-16,
708,복합,5호선,오목교역,521-119,54.78,,2018-10-19,2024-04-16,
709,복합,5호선,오목교역,521-120,109.56,의류,2018-10-19,2024-04-16,
710,복합,5호선,오목교역,521-121,127.56,커피,2018-10-19,2024-04-16,
711,복합,5호선,오목교역,521-122,65.13,액세서리,2018-10-19,2024-04-16,176500000
712,복합,5호선,오목교역,521-123,87.78,안경,2018-10-19,2024-04-16,
713,복합,5호선,오목교역,521-124,78.62,의류,2018-10-19,2024-04-16,
714,복합,5호선,오목교역,521-125,81.05,의류,2018-10-19,2024-04-16,
715,복합,5호선,오목교역,521-126,74.86,의류,2018-10-19,2024-04-16,
716,복합,5호선,오목교역,521-127,53.08,식음,2018-10-19,2024-04-16,
717,복합,5호선,오목교역,521-128,26.17,의류,2018-10-19,2024-04-16,
718,복합,5호선,오목교역,521-129,28.49,토스트,2018-10-19,2024-04-16,
719,복합,5호선,오목교역,521-130,28.02,제과,2018-10-19,2024-04-16,
720,복합,5호선,오목교역,521-131,57.6,의류,2018-10-19,2024-04-16,
721,복합,5호선,오목교역,521-132,18.24,의류,2018-10-19,2024-04-16,
722,복합,5호선,오목교역,521-201,47.97,약국,2018-10-19,2024-04-16,
723,복합,5호선,오목교역,521-202,49,식음,2018-10-19,2024-04-16,
724,복합,5호선,오목교역,521-203,27.47,타코야끼,2018-10-19,2024-04-16,
725,복합,5호선,오목교역,521-204,21.7,제과,2018-10-19,2024-04-16,
726,복합,5호선,오목교역,521-205,9.7,커피,2018-10-19,2024-04-16,
727,복합,5호선,오목교역,521-207,15.16,액세서리,2018-10-19,2024-04-16,
728,복합,5호선,오목교역,521-208,22.25,식음,2018-10-19,2024-04-16,
729,복합,5호선,오목교역,521-209,62.37,식음,2018-10-19,2024-04-16,
730,복합,5호선,오목교역,521-210,57.1,생활용품,2018-10-19,2024-04-16,
731,복합,5호선,오목교역,521-211,35.8,제과,2018-10-19,2024-04-16,
732,복합,5호선,오목교역,521-212,36.19,식음,2018-10-19,2024-04-16,
733,복합,5호선,오목교역,521-213,31.1,식음,2018-10-19,2024-04-16,
734,복합,5호선,오목교역,521-214,37.9,세계과자,2018-10-19,2024-04-16,
735,네트워크,5호선,오목교역,521-206,43.51,편의점,2018-04-18,2023-06-16,12003739
736,네트워크,5호선,영등포구청(5)역,523-401,34.33,편의점,2018-04-18,2023-06-16,6300716
737,네트워크,5호선,영등포구청(5)역,523-402,313.4,공유오피스,2021-05-07,2026-11-03,5779441
738,네트워크,5호선,영등포구청(5)역,523-404,24.8,제과,2016-05-27,2021-07-26,5885383
739,네트워크,5호선,영등포시장역,524-202,37.3,편의점,2018-04-18,2023-06-16,6361705
740,소송상가,5호선,신길역,525-101,20,제과,2018-04-10,2023-05-09,12500000
741,네트워크,5호선,신길역,525-102,40,플라워,2018-11-27,2024-01-25,3163817
